id,old_id,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,active,type_coding1_system,type_coding1_code,type_coding1_display,type_coding2_system,type_coding2_code,type_coding2_display,type_text,name,alias1,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,address1_type,address1_line1,address1_city,address1_state,address1_postalCode,address1_country,address1_text,partOf_reference_type,partOf_reference_id
a25107f7-f4f5-36fc-98e4-f3e1b5875c91,,,,,,,,,,,,,,,,,,,,MASS GENERAL BRIGHAM URGENT CARE LLC,,,6177516205,,,,,,1285 BEACON ST,WOBURN,MA,18012157,,,,
0e6c3ad1-24c1-34cb-bb6d-e8438fa319e2,,,,,,,,,,,,,,,,,,,,URGENT CARE OPERATIONS PC,,,9789222171,,,,,,50 DODGE ST,SWAMPSCOTT,MA,19071300,,,,
3695125c-c052-3ece-898a-2a6448987ae5,,,,,,,,,,,,,,,,,,,,URGENT CARE SPECIALISTS  P.C.,,,4135993800,,,,,,2040 BOSTON RD STE 5,WILBRAHAM,MA,10951380,,,,
05fcf001-ab24-3d7d-85f7-f64942d82738,,,,,,,,,,,,,,,,,,,,ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE,,,7818485353,,,,,,250 POND STREET,FRAMINGHAM,MA,17014592,,,,
8789c07e-d15d-378d-ba2b-d2b49ebb6db4,,,,,,,,,,,,,,,,,,,,NEW ENGLAND MEDICAL CENTER GROUP PRACTICE INC,,,6176365000,,,,,,800 WASHINGTON ST,WOBURN,MA,18011976,,,,
7e6db51f-7c1b-3555-9e1c-6269ba6d704d,,,,,,,,,,,,,,,,,,,,ACCLAIM HOME HEALTH CARE  INC,,,5084596937,,,,,,120 STAFFORD STREET SUITE 206,WORCESTER,MA,16031461,,,,
83769f98-fff3-3535-8781-6ace5957136f,,,,,,,,,,,,,,,,,,,,SOUTHSHORE HEALTH CARE CENTER,,,7818783308,,,,,,115 NORTH AVENUE,ROCKLAND,MA,23702129,,,,
e87cda4c-1ad8-3a9e-b55f-7bfe987610ce,,,,,,,,,,,,,,,,,,,,COMMUNITY HEALTH CONNECTIONS,,,9788788100,,,,,,326 NICHOLS RD,FITCHBURG,MA,14201914,,,,
f68ebf98-ba5b-35af-b2bd-da56cc5b13be,,,,,,,,,,,,,,,,,,,,SERENITY HOSPICE LLC,,,9787712619,,,,,,270 LITTLETON RD STE 22,WESTFORD,MA,18863524,,,,
b8d40f5c-9e4d-3639-89ef-8bf375cb3184,,,,,,,,,,,,,,,,,,,,NEW ENGLAND HOSPICE II LLC,,,7817492900,,,,,,190 OLD DERBY STREET,HINGHAM,MA,20434065,,,,
9adfae03-673d-365d-9052-f705098fa3e4,,,,,,,,,,,,,,,,,,,,THE SHRINERS HOSPITAL FOR CHILDREN,,,1617722300,,,,,,51 BLOSSOM ST,BOSTON,MA,21142699,,,,
25431f9a-00e4-36d8-9810-4125328eec50,,,,,,,,,,,,,,,,,,,,THE GENERAL HOSPITAL CORPORATION,,,6177262000,,,,,,55 FRUIT ST,WALTHAM,MA,2451,,,,
89171335-b9c0-3326-98d6-a837d432b9fd,,,,,,,,,,,,,,,,,,,,WHITTIER REHABILTATION HOSPITAL,,,5088712063,,,,,,150 FLANDERS ROAD,LYNN,MA,19042915,,,,
c1a85a41-6758-3edc-95ec-238b8ac72a40,,,,,,,,,,,,,,,,,,,,FAMILY CARE ASSOCIATES LLC,,,9783527780,,,,,,65 CENTRAL ST,GEORGETOWN,MA,18332112,,,,
74ef654c-1f2a-3495-b4cc-b0be86f575d7,,,,,,,,,,,,,,,,,,,,MULTICULTURAL COMMUNITY SERVICES OF THE PIONEER VALLEY INC.,,,4137827745,,,,,,96 INDUSTRY AVE,SPRINGFIELD,MA,11092050,,,,
4e56c7ec-99e5-3023-8e4f-95ad18a03f06,,,,,,,,,,,,,,,,,,,,UNITED MEDICAL CARE LLC,,,5089715500,,,,,,28 RIVERSIDE DR STE 101,PEMBROKE,MA,23594947,,,,
e2a8b444-9b8f-36ff-84c4-05ee98589482,,,,,,,,,,,,,,,,,,,,WHITLEY WELLNESS LLC,,,3254399799,,,,,,8 SHIPWAY PL # C-8,CHARLESTOWN,MA,21294301,,,,
65dac97b-bb0c-38ae-94bc-bf29ac9687ea,,,,,,,,,,,,,,,,,,,,CRANEVILLE PLACE REHABILITATION & SKILLED  CARE CT,,,4136843212,,,,,,265 MAIN STREET,DALTON,MA,12261614,,,,
05f80ed8-6a7a-3728-8b5c-c5c995c8244a,,,,,,,,,,,,,,,,,,,,VA Boston Healthcare System  Jamaica Plain Campus,,,617-232-9500,,,,,,150 South Huntington Avenue,Jamaica Plain,MA,2130,,,,
121b0ad1-1beb-3caa-9271-3d3f726bb727,,,,,,,,,,,,,,,,,,,,PATRIOT URGENT CARE PROFESSIONALS PC,,,7818946900,,,,,,1030 MAIN STREET,WALTHAM,MA,24517447,,,,
e1892a2c-6dca-3c4c-93b7-0e00a9eb8b61,,,,,,,,,,,,,,,,,,,,PRIMARY & PREVENTIVE CARE  INC.,,,7818263146,,,,,,20 EAST ST,HANOVER,MA,23391638,,,,
9f368e75-397f-3d77-a317-9a005512a4e2,,,,,,,,,,,,,,,,,,,,EASTERN & WESTERN MEDICAL CENTER PC,,,5087923200,,,,,,381 PARK AVE,WORCESTER,MA,16101026,,,,
4d3ec6c2-f6aa-3d7b-adcc-e7107dac8530,,,,,,,,,,,,,,,,,,,,LIFE CARE CENTER OF AUBURN,,,5088324800,,,,,,14 MASONIC CIRCLE,AUBURN,MA,15011341,,,,
95f6c328-96dd-3fb8-a56e-9aad566094b4,,,,,,,,,,,,,,,,,,,,EXCEL HOME CARE SERVICES INC,,,4135832005,,,,,,4 STONY HILL ROAD,WILBRAHAM,MA,10951027,,,,
485ae27b-c5ba-3fd0-9a16-c9eea20be185,,,,,,,,,,,,,,,,,,,,KINDRED  HOSPICE,,,5086720580,,,,,,275 MARTINE STREET  SUITE 202,FALL RIVER,MA,27231518,,,,
47602b5b-f4aa-3c73-aa26-2268ccf7a83c,,,,,,,,,,,,,,,,,,,,HUNT NURSING & REHAB CENTER,,,9787773740,,,,,,90 LINDALL STREET,DANVERS,MA,19232125,,,,
941fb26d-4d24-30af-9c1b-fe0aa8e70cfa,,,,,,,,,,,,,,,,,,,,GREATER LAWRENCE FAMILY HEALTH CENTER INC,,,9789830488,,,,,,1 GENERAL ST,LAWRENCE,MA,18412884,,,,
91808f17-7583-32a3-aa55-23b131b327c7,,,,,,,,,,,,,,,,,,,,SOUTH SHORE CENTER FOR WELLNESS LTD,,,7818788340,,,,,,200 CORDWAINER DR,NORWELL,MA,20611671,,,,
76baa51d-0d0f-359d-a07b-7b999a43d42e,,,,,,,,,,,,,,,,,,,,PATHWAYS HEALTHCARE LLC,,,6174819077,,,,,,101 STATION DR STE 240,WESTWOOD,MA,20902336,,,,
53f086de-2fc7-3d35-92c2-aca4ed944e7f,,,,,,,,,,,,,,,,,,,,LAWRENCE GENERAL HOSPITAL,,,9786834000,,,,,,1 GENERAL ST,LAWRENCE,MA,18412961,,,,
c05d73d0-b348-32ce-9fe5-13a720950f37,,,,,,,,,,,,,,,,,,,,URGENT HELP CHELMSFORD PC,,,9784467515,,,,,,45 DRUM HILL RD,CHELMSFORD,MA,18241503,,,,
d70d47dc-b40c-3a04-8342-35cbfe716409,,,,,,,,,,,,,,,,,,,,SENIOR HEALTHCARE ASSOCIATES INC,,,7816421859,,,,,,83 LITTLEFIELD RD,NEWTON,MA,24593010,,,,
0592d4e5-a0fb-3143-83cd-8e5a6b066a96,,,,,,,,,,,,,,,,,,,,SOUTH SHORE PRIMARY AND URGENT CARE LLC,,,7815610460,,,,,,20 EAST ST,HANOVER,MA,23391638,,,,
7b5bf0fc-c5c0-3f22-980b-fdfff326a9b4,,,,,,,,,,,,,,,,,,,,WOONSOCKET URGENT CARE PC,,,7812550500,,,,,,40 CUMBERLAND AVE,NORTH ATTLEBORO,MA,27604445,,,,
6aae7a31-90df-3455-ad8d-81f8cf2d21e8,,,,,,,,,,,,,,,,,,,,BROCKTON HOSPITAL  INC.,,,5089417000,,,,,,680 CENTRE ST,BROCKTON,MA,23023308,,,,
104079d4-560e-3eb8-9a48-d495835a3997,,,,,,,,,,,,,,,,,,,,HYANNIS FAMILY MEDICAL CARE PC,,,7744701370,,,,,,68 CAMP ST,MASHPEE,MA,26493465,,,,
